customer_term,matched_product_code,matched_product_name,confidence_score,reasoning,match_type,timestamp,source_files
HT MUHVIHAARA PIPELIFE ; 110x75x45 PP (Pohjaviemärit),2450446,MUHVIHAARA 110/75 X 45,1.0,"Exact code match. Descriptions are highly similar, with minor formatting differences (x vs /) and common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIHAARA PIPELIFE ; 75x75x45 PP (Pohjaviemärit),2450440,MUHVIHAARA 75/75 X 45,1.0,"Exact code match. Descriptions are highly similar, with minor formatting differences (x vs /) and common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
MAAVIEMÄRIPUTKI NAL SN8 PVC ; 160 6m (Pohjaviemärit),2212018,MUHVIPUTKI 160 X 6000 SN8 PVC,0.95,"Exact code match. 'MAAVIEMÄRIPUTKI' (ground drain pipe) and 'MUHVIPUTKI' (socket pipe) are functionally equivalent for this context. Dimensions (160, 6m/6000), SN8, and PVC material are identical. 'NAL' is a minor brand/type detail.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
MUHVIPUTKI HT-PP UPONOR ; 110X3000 (Pohjaviemärit),2410166,MUHVIPUTKI PP 110 X 3000,0.85,"Product codes (2411166 vs 2410166) differ by one digit. Descriptions are very similar, with 'HT' and 'UPONOR' being additional details in the customer request. The core product type, material (PP), and dimensions are identical. Likely an equivalent product or a minor code variation.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
MUHVIPUTKI HT-PP UPONOR ; 75X3000 (Pohjaviemärit),2410164,MUHVIPUTKI PP 75 X 3000,0.85,"Product codes (2411164 vs 2410164) differ by one digit. Descriptions are very similar, with 'HT' and 'UPONOR' being additional details in the customer request. The core product type, material (PP), and dimensions are identical. Likely an equivalent product or a minor code variation.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 110x45 PP (Pohjaviemärit),2430226,MUHVIKULMA 110 X 45,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA ; 160x45 PP (Pohjaviemärit),2430228,MUHVIKULMA 160 X 45 PP,1.0,"Exact code match. Descriptions are highly similar, with common type/material prefixes (HT) implied in the offer. Offer includes 'PP'.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIHAARA PIPELIFE ; 110x110x45 PP (Pohjaviemärit),2450448,MUHVIHAARA 110/110 X 45,1.0,"Exact code match. Descriptions are highly similar, with minor formatting differences (x vs /) and common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 75x45 PP (Pohjaviemärit),2430224,MUHVIKULMA 75 X 45,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT SUPISTUSYHDE PIPELIFE ; 110x75 PP (Pohjaviemärit),2470112,SUPISTUSYHDE 110/75,1.0,"Exact code match. Descriptions are highly similar, with minor formatting differences (x vs /) and common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT SUPISTUSYHDE ; 160x110 PP (Pohjaviemärit),2470120,SUPISTUSYHDE 160/110,1.0,"Exact code match. Descriptions are highly similar, with minor formatting differences (x vs /) and common type/material prefixes (HT, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
LATTIAKAIVO VIESER ONE ; DN75 3x32/40 VALUTUELLA VAAKA (Pohjaviemärit),3315931,LATTIAKAIVO VAAKA DN75 3X32/40 VT,1.0,"Exact code match. Descriptions are highly similar, with 'VALUTUELLA' abbreviated to 'VT' and 'VIESER ONE' explicitly mentioned as a 'Lisänimike' in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
VESILUKKO VIESER ONE ; LATTIAKAIVOON ERIKOISVESILUKKO (Pohjaviemärit),3315949,LATTIAKAIVON ERIKOISVESILUKKO,1.0,"Exact code match. Descriptions are highly similar, with slightly different phrasing but identical meaning and components. 'VIESER ONE' is explicitly mentioned as a 'Lisänimike' in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVITON PUTKI UPONOR ; 32x3000 VALKOINEN PP (Pohjaviemärit),2420031,MUHVITON PUTKI PP 32 X 3000,0.85,"Product codes (2421031 vs 2420031) differ by one digit. Descriptions are very similar, with 'HT', 'UPONOR', and 'VALKOINEN' being additional details in the customer request. The core product type, material (PP), and dimensions are identical. Likely an equivalent product or a minor code variation.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 32x45 VALKOINEN PP (Pohjaviemärit),2440221,MUHVIKULMA 32 X 45,0.95,"Exact code match. Descriptions are very similar, with 'HT', 'PIPELIFE', and 'VALKOINEN' being additional details in the customer request. The core product type and dimensions are identical.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT KULMAYHDE PIPELIFE ; 32x45 VALKOINEN PP (Pohjaviemärit),2440021,KULMAYHDE 32 X 45,0.95,"Exact code match. Descriptions are very similar, with 'HT', 'PIPELIFE', and 'VALKOINEN' being additional details in the customer request. The core product type and dimensions are identical.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
MUHVIPUTKI HT-PP UPONOR ; 50X3000 (Pohjaviemärit),2411163,MUHVIPUTKI PP 50 X 3000,0.95,"Exact code match. Descriptions are very similar, with 'HT' and 'UPONOR' being additional details in the customer request. The core product type, material (PP), and dimensions are identical.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT KULMAYHDE PIPELIFE ; 50x45 PP (Pohjaviemärit),2430023,KULMAYHDE 50 X 45,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 50x45 PP (Pohjaviemärit),2430223,MUHVIKULMA 50 X 45,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIPUHDISTUSPUTKI ; 110 PP (Pohjaviemärit),2470186,MUHVIPUHDISTUSYHDE 110 HTP,0.95,"Exact code match. 'MUHVIPUHDISTUSPUTKI' (socket cleaning pipe) and 'MUHVIPUHDISTUSYHDE' (socket cleaning joint/fitting) are functionally very similar. 'HT' and 'PP' are common material/type indicators, with 'HTP' in the offer likely referring to HT-PP.",equivalent,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
KUIVAKAIVO VIESER ONE ; DN32/40 VALUTUELLA KUIVA (Pohjaviemärit),3315936,KUIVAKAIVO DN32/DN40 VT,1.0,"Exact code match. Descriptions are highly similar, with 'VALUTUELLA' abbreviated to 'VT' and 'KUIVA' implied by 'KUIVAKAIVO'. 'VIESER ONE' is explicitly mentioned as a 'Lisänimike' in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 110x15 PP (Pohjaviemärit),2430206,MUHVIKULMA 110 X 15,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.439581,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 110x30 PP (Pohjaviemärit),2430216,MUHVIKULMA 110 X 30,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.440647,customer_example1.txt + offer_example1.txt
HT KULMAYHDE PIPELIFE ; 110x15 PP (Pohjaviemärit),2430006,KULMAYHDE 110 X 15,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.440647,customer_example1.txt + offer_example1.txt
HT KULMAYHDE PIPELIFE ; 110x30 PP (Pohjaviemärit),2430016,KULMAYHDE 110 X 30,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.440647,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 75x30 PP (Pohjaviemärit),2430214,MUHVIKULMA 75 X 30,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.440647,customer_example1.txt + offer_example1.txt
HT MUHVIKULMA PIPELIFE ; 75x15 PP (Pohjaviemärit),2430204,MUHVIKULMA 75 X 15,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.440647,customer_example1.txt + offer_example1.txt
HT KULMAYHDE PIPELIFE ; 75x15 PP (Pohjaviemärit),2430004,KULMAYHDE 75 X 15,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.440647,customer_example1.txt + offer_example1.txt
HT KULMAYHDE PIPELIFE ; 75x30 PP (Pohjaviemärit),2430014,KULMAYHDE 75 X 30,1.0,"Exact code match. Descriptions are highly similar, with common type/brand/material prefixes (HT, PIPELIFE, PP) implied in the offer.",exact,2025-09-03T00:11:45.440647,customer_example1.txt + offer_example1.txt
600x900x22 1 kpl,W22600900,LÄMPÖPATTERI C22 600X900 TT,1.0,"Radiator type (C22), dimensions (600x900), and quantity (1 kpl) match exactly.",exact,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
600x1100x22 2 xp1,W226001100,LÄMPÖPATTERI C22 600X1100 TT,1.0,"Radiator type (C22), dimensions (600x1100), and quantity (2 kpl, 'xp1' interpreted as 'kpl') match exactly.",exact,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
500x800x22 1 kpl,W22500800,LÄMPÖPATTERI C22 500X800 TT,1.0,"Radiator type (C22), dimensions (500x800), and quantity (1 kpl) match exactly.",exact,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
500x1800x22 2 xp1,W225001800,LÄMPÖPATTERI C22 500X1800,1.0,"Radiator type (C22), dimensions (500x1800), and quantity (2 kpl, 'xp1' interpreted as 'kpl') match exactly.",exact,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
500x1400x22 3 3 kpl,W225001400,LÄMPÖPATTERI C22 500X1400,1.0,"Radiator type (C22), dimensions (500x1400), and quantity (3 kpl, interpreting '3 3 kpl' as '3 kpl') match exactly.",exact,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
700x1000x22 1 kpl,W223001000,LÄMPÖPATTERI C22 300X1000 TT,0.7,"Radiator type (C22), length (1000mm), and quantity (1 kpl) match. However, the height is significantly different (offer: 300mm vs. customer: 700mm).",substitute,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
700x1800x22 1 kpl,W223001800,LÄMPÖPATTERI C22 300X1800 TT,0.7,"Radiator type (C22), length (1800mm), and quantity (1 kpl) match. However, the height is significantly different (offer: 300mm vs. customer: 700mm).",substitute,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
700x2600x22 1 kpl,W223002600,LÄMPÖPATTERI C22 300X2600 TT,0.7,"Radiator type (C22), length (2600mm), and quantity (1 kpl) match. However, the height is significantly different (offer: 300mm vs. customer: 700mm).",substitute,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
600x600x22 2 kpl,W22600600,LÄMPÖPATTERI C22 600X600 TT,1.0,"Radiator type (C22), dimensions (600x600), and quantity (2 kpl) match exactly.",exact,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
700x400x11 1 kpl,W11300400,LÄMPÖPATTERI C11 300X400 TT,0.7,"Radiator type (C11), length (400mm), and quantity (1 kpl) match. However, the height is significantly different (offer: 300mm vs. customer: 700mm).",substitute,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
500x500x11 1 kpl,W11500500,LÄMPÖPATTERI C11 500X500,1.0,"Radiator type (C11), dimensions (500x500), and quantity (1 kpl) match exactly.",exact,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
+ Kannakkeet,,SIS. PATTERIKANNAKKEET,0.9,"The offer explicitly states that radiator brackets are included, addressing the customer's request for 'Kannakkeet'.",equivalent,2025-09-03T00:15:21.946601,customer_example1.txt + offer_example1.txt
Kanava 100 FeZn/C,8103322,KIERRESAUMAKANAVA 100 X 3000,1.0,"Direct match for spiral duct (kierrekanava) of size 100. FeZn/C implies galvanized steel, which is standard for these ducts.",exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Kanava 125 FeZn/C,8103323,KIERRESAUMAKANAVA 125 X 3000,1.0,Direct match for spiral duct of size 125.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Kanava 160 FeZn/C,8103324,KIERRESAUMAKANAVA 160 X 3000,1.0,Direct match for spiral duct of size 160.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Käyrä-30 160 FeZn/C,8100155,KÄYRÄ 30 160,1.0,Exact match for a 30-degree bend of size 160.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Käyrä-45 100 FeZn/C,8100124,KÄYRÄ 45 100,1.0,Exact match for a 45-degree bend of size 100.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Käyrä-45 125 FeZn/C,8100126,KÄYRÄ 45 125,1.0,Exact match for a 45-degree bend of size 125.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Käyrä-45 160 FeZn/C,8100128,KÄYRÄ 45 160,1.0,Exact match for a 45-degree bend of size 160.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Käyrä-90 100 FeZn/C,8100094,KÄYRÄ 90 100,1.0,Exact match for a 90-degree bend of size 100.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Käyrä-90 125 FeZn/C,8100096,KÄYRÄ 90 125,1.0,Exact match for a 90-degree bend of size 125.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Käyrä-90 160 FeZn/C,8100098,KÄYRÄ 90 160,1.0,Exact match for a 90-degree bend of size 160.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
T-haara-90 125/125/100 FeZn/C,8100188,T-KAPPALE 125-100,0.95,The customer's '125/125/100' indicates a T-piece with a 125mm main run and a 100mm branch. The offer's 'T-KAPPALE 125-100' is the standard representation for this configuration.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
T-haara-90 160/160/100 FeZn/C,8100194,T-KAPPALE 160-100,0.95,The customer's '160/160/100' indicates a T-piece with a 160mm main run and a 100mm branch. The offer's 'T-KAPPALE 160-100' is the standard representation for this configuration.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
T-haara-90 160/160/125 FeZn/C,8100196,T-KAPPALE 160-125,0.95,The customer's '160/160/125' indicates a T-piece with a 160mm main run and a 125mm branch. The offer's 'T-KAPPALE 160-125' is the standard representation for this configuration.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Kokomuunnin/liitososa 125/100 FeZn/C,8100518,MUUNTOL. KANAVALLE 125-100,0.95,'Kokomuunnin/liitososa' (reducer/connector) matches 'Muuntol. Kanavalle' (reducer for duct) with the specified sizes.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Kokomuunnin/liitososa 160/125 FeZn/C,8100522,MUUNTOL. KANAVALLE 160-125,0.95,'Kokomuunnin/liitososa' (reducer/connector) matches 'Muuntol. Kanavalle' (reducer for duct) with the specified sizes.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Kokomuunnin/liitososa 250/160 Osalle/kanavalle FeZn/C,8100444,MUUNTOL. OSALLE 250-160,0.95,'Kokomuunnin/liitososa' (reducer/connector) matches 'Muuntol. Osalle' (reducer for fitting) with the specified sizes.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Tulppa 125 FeZn/C,8100616,TULPPA OSALLE 125,1.0,Exact match for an end cap ('tulppa') of size 125. 'Osalle' (for fitting) is appropriate.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Tulppa 160 FeZn/C,8100618,TULPPA OSALLE 160,1.0,Exact match for an end cap ('tulppa') of size 160. 'Osalle' (for fitting) is appropriate.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Tuloilmaventtiili seinä 125 STQA-125,8720201,TULOILMAVENTTIILI TIH 125,0.9,"Matches 'Tuloilmaventtiili' (supply air valve) and size 125. 'STQA' is a specific model, 'TIH' is another common model/type for supply air valves. This is an equivalent product.",equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Tuloilmaventtiili 100 KTS KTS-100-C,8720205,TULOILMAVENTTIILI 100,0.9,"Matches 'Tuloilmaventtiili' (supply air valve) and size 100. 'KTS' is a specific model, the offer provides a generic 'Tuloilmaventtiili 100'. This is an equivalent product.",equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Tuloilmaventtiili sauna 100 KTS-S KTS-S-100-C,8713856,SAUNA TULOILMAVENTTIILI KTSS-100-C,1.0,Exact match for 'Sauna Tuloilmaventtiili' (sauna supply air valve) including model and size.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Poistoilmaventtiili sauna 100 KSO-s KSO-S-100-C,8713553,SAUNA POISTOVENTTIILI KSOS-100-C,1.0,Exact match for 'Sauna Poistoilmaventtiili' (sauna exhaust air valve) including model and size.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Poistoilmaventtiili 100 KSO KSO-100-C,8720202,POISTOILMAVENTTIILI 100,0.9,"Matches 'Poistoilmaventtiili' (exhaust air valve) and size 100. 'KSO' is a specific model, the offer provides a generic 'Poistoilmaventtiili 100'. This is an equivalent product.",equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Poistoilmaventtiili 125 KSO KSO-125-C,8720203,POISTOILMAVENTTIILI 125,0.9,"Matches 'Poistoilmaventtiili' (exhaust air valve) and size 125. 'KSO' is a specific model, the offer provides a generic 'Poistoilmaventtiili 125'. This is an equivalent product.",equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
"Poistoilmaventtiili, palopeltiventtiili EI30 100 KSOF KSOF",8713607,PALOPELTIVENTTIILI KSOF-100-C,1.0,Exact match for 'Palopeltiventtiili' (fire damper valve) including model 'KSOF' and size 100.,exact,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Venttiilikehys 100,8717192,KIINNITYSKEHYS VRGU 100,0.95,'Venttiilikehys' (valve frame) is synonymous with 'Kiinnityskehys' (mounting frame) for valves. Size 100 matches.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Venttiilikehys 125,8717193,KIINNITYSKEHYS VRGU 125,0.95,'Venttiilikehys' (valve frame) is synonymous with 'Kiinnityskehys' (mounting frame) for valves. Size 125 matches.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Ulkoilmasäleikkö 250 USAV USAV-250,8813328,ULKOILMASÄLEIKKÖ US-AV 250,0.95,Matches 'Ulkoilmasäleikkö' (outdoor grille) and size 250. 'USAV' and 'US-AV' are very similar model designations.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Ulkoilmasäleikkö 100 Valkoinen USAV USAV 125 Valkoinen,8813273,ULKOSÄLEIKKÖ US-SV 100-125-W VALKOINEN,0.9,"Matches 'Ulkoilmasäleikkö' (outdoor grille) and 'Valkoinen' (white) color. The customer requests size 100, and the offer product is '100-125', which is likely a multi-size grille or fits 100mm. 'USAV' vs 'US-SV' is a model difference.",approximate,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Äänenvaimennin 160 ÄV1 ÄV-160-1000,8336418,ÄÄNENVAIMENNIN KANTIKAS 160 X 1000,0.95,"Matches 'Äänenvaimennin' (silencer) and the dimensions 160 x 1000. 'ÄV1' is a model, 'KANTIKAS' (rectangular) describes the shape, which is a common type for these dimensions.",equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
"Lämmöneriste kanava, HOX. ilmoitettu metrimäärä eristettyjä kanavametrejä 100 LE50 Lampoeriste 50 mm",8336400,ERISTESUKKA ONEFLEX 50X100 MM 3M,0.95,"'Lämpöeriste 50 mm' (50mm insulation) for 100mm duct matches 'Eristesukka' (insulation sock) 50x100mm. The offer sells in 3m rolls, which is a common unit for this product.",equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
"Lämmöneriste kanava, HOX. ilmoitettu metrimäärä eristettyjä kanavametrejä 125 LE50 Lampoeriste 50 mm",8336401,ERISTESUKKA ONEFLEX 50X125 MM 3M,0.95,'Lämpöeriste 50 mm' (50mm insulation) for 125mm duct matches 'Eristesukka' (insulation sock) 50x125mm.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
"Lämmöneriste kanava, HOX. ilmoitettu metrimäärä eristettyjä kanavametrejä 160 LE50 Lampoeriste 50 mm",8336402,ERISTESUKKA ONEFLEX 50X160 MM 3M,0.95,'Lämpöeriste 50 mm' (50mm insulation) for 160mm duct matches 'Eristesukka' (insulation sock) 50x160mm.,equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
"Lämmöneriste kanava, HOX. ilmoitettu metrimäärä eristettyjä kanavametrejä 160 LE19 Solukumi 19 mm",3126698,SOLUKUMISUKKA 19 X 170,0.9,'Solukumi 19 mm' (cellular rubber 19mm) matches 'Solukumisukka 19'. The offer's '170' likely refers to a standard size that fits a 160mm duct.,approximate,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
Reikänauhaa,8351010,ILMASTOINTIVANNE SINK 0.75 X 19 25,0.9,"'Reikänauhaa' (perforated strap) is commonly referred to as 'Ilmastointivanne' (HVAC strap) in the context of HVAC installations. 'Sink' indicates galvanized, which is standard.",equivalent,2025-09-05T14:29:26.720336,customer_example1.txt + offer_example1.txt
"POP-NIITTI ALU 3,2X10 500 kpl/ltk",8355509,"POP-NIITTI ALU 3,2X10",1.0,"Exact match for pop rivets, including material (ALU), size (3,2x10), and packaging (500kpl/ltk).",exact,2025-09-05T14:29:26.730139,customer_example1.txt + offer_example1.txt
Popniittiterä 10 kpl /pkt,8356020,POPNIITTITERÄ 3.25 MM,0.95,"Matches 'Popniittiterä' (pop rivet drill bit). The customer implies a 3.2mm rivet, and 3.25mm is the correct drill bit size for a 3.2mm rivet.",equivalent,2025-09-05T14:29:26.730139,customer_example1.txt + offer_example1.txt
rautalanka,3151502,SIDELANKA SINK 0.9MM N.35M - 180 G,0.9,"'Rautalanka' (iron wire) is a general term. 'Sidelanka' (binding wire) is a specific type of iron wire commonly used in construction/HVAC, often galvanized ('Sink').",equivalent,2025-09-05T14:29:26.730139,customer_example1.txt + offer_example1.txt
armateippi,3126813,SOLUKUMITEIPPI 3 X 50MM X 15M,0.9,"'Armateippi' refers to Armaflex tape, which is a brand of cellular rubber insulation tape. 'Solukumiteippi' (cellular rubber tape) is the generic product type.",equivalent,2025-09-05T14:29:26.730139,customer_example1.txt + offer_example1.txt
"KULMASULKULIITIN 1/2""""x10mm (3/8"""")",6501170,KULMALIITIN SULUIN 1/2 X 10 MM,0.9,"The customer requested 'KULMASULKULIITIN' (angle shut-off fitting) with size '1/2""""x10mm' and quantity '180 kpl'. The offer provides 'KULMALIITIN SULUIN' (angle fitting with shut-off) with the exact same size '1/2 X 10 MM' and quantity '180,00 KPL'. The term 'SULUIN' in the offer directly corresponds to 'SULKU' in the customer's term, indicating a shut-off valve. The 'kokop. 60 mm' detail is not explicitly mentioned in the offer's product name, but the core product type, size, and quantity are a strong match.",equivalent,2025-09-05T15:55:07.944316,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 125-1000-KVDPX-3 ACUTEC,8336415,ÄÄNENVAIMENNIN KANTIKAS 125 X 1000,0.9,"The product type (ÄÄNENVAIMENNIN KANTIKAS) and dimensions (125-1000) match exactly. The codes are different, and the brands/models (A-COLL ACUTEC vs ONEPIPE RSRF) differ, indicating an equivalent product from a different manufacturer.",equivalent,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 125 3M,8103323,KIERRESAUMAKANAVA 125 X 3000,1.0,The product code and description match perfectly. '3M' is equivalent to '3000' in length.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
WC-LAITE RIGO S-LUKKO PIILOV SIS.KANNEN,5657521,WC-ISTUIN LAUFEN RIGO S-LUK PIILO,1.0,"The product code and core description ('WC-LAITE' / 'WC-ISTUIN', 'RIGO S-LUKKO PIILOV SIS.KANNEN' / 'LAUFEN RIGO S-LUK PIILO 2-H VAKIOKANSI LIIMATTAVA TT') match perfectly.",exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
PYSTYVIEMÄRIN POHJAKULMA DB 110X88.5 VAIM UPONOR 1067838,2470386U,PYSTYVIEMÄRIN POHJAKULMA DB,1.0,The product code and core description match exactly. The offer provides a slightly less detailed description but refers to the same product.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 90 125,8100096,KÄYRÄ 90 125,1.0,The product code and description match perfectly. 'KY' is an abbreviation for 'KÄYRÄ'.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
SOLUKUMIERISTE A-COLLECTION 19X133 EC 2M 8M/PAK,3126695,SOLUKUMISUKKA 19 X 133,0.85,"The dimensions (19X133) and product type ('SOLUKUMIERISTE' / 'SOLUKUMISUKKA' - cellular rubber insulation/sleeve) are a strong match. The codes are different, and the offer does not specify 'A-COLLECTION' brand or packaging details.",equivalent,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KUPARIPUTKI ULKOMAA L=5M 18.0X1.0,1582117,KUPARIPUTKI VEDETTY 5M 18X16,1.0,"The product code and core description match. The dimensions 18.0x1.0 (OD x wall thickness) are consistent with 18x16 (OD x ID), as (18-16)/2 = 1.0mm wall thickness.",exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 200 3M,8103325,KIERRESAUMAKANAVA 200 X 3000,1.0,The product code and description match perfectly. '3M' is equivalent to '3000' in length.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
